No,Benchmark,InputData,ID,Kernel,DRAM Frequency,SM Frequency,Elapsed Cycles,Memory [%],SOL DRAM,Duration,SOL L1/TEX Cache,SOL L2 Cache,SM Active Cycles,SM [%],Block Size,Grid Size,Registers Per Thread,Shared Memory Configuration Size,Driver Shared Memory Per Block,Dynamic Shared Memory Per Block,Static Shared Memory Per Block,Threads,Waves Per SM,Block Limit SM,Block Limit Registers,Block Limit Shared Mem,Block Limit Warps,Theoretical Active Warps per SM,Theoretical Occupancy,Achieved Occupancy,Achieved Active Warps Per SM
377,stream,65536,76,kernel_compute_cost,855091383.81,1277593870.45,109664,92.85,92.85,85792,27.05,33.23,101633.19,13.58,512,128,32,0,0,0,0,65536,0.4,32,4,32,4,64,100,39.91,25.54
378,stream,65536,77,kernel_compute_cost,861654968.6,1287066324.96,111562,91.25,91.25,86624,26.95,32.73,102023.76,13.35,512,128,32,0,0,0,0,65536,0.4,32,4,32,4,64,100,39.9,25.53
379,stream,65536,78,kernel_compute_cost,864093959.73,1290468478.13,110823,91.86,91.86,85824,26.95,32.94,101997.86,13.44,512,128,32,0,0,0,0,65536,0.4,32,4,32,4,64,100,39.91,25.54
380,stream,65536,79,kernel_compute_cost,856085830.56,1278716164.14,110662,91.98,91.98,86496,27.1,33.07,101464.73,13.46,512,128,32,0,0,0,0,65536,0.4,32,4,32,4,64,100,39.94,25.56
381,stream,65536,80,kernel_compute_cost,861018208.84,1286344140.96,110827,91.85,91.85,86112,27.09,32.97,101483.93,13.44,512,128,32,0,0,0,0,65536,0.4,32,4,32,4,64,100,39.99,25.59
382,stream,65536,81,kernel_compute_cost,861193476.65,1286245984.68,111126,91.61,91.61,86336,27.14,32.9,101318.02,13.41,512,128,32,0,0,0,0,65536,0.4,32,4,32,4,64,100,40.01,25.61
383,stream,65536,82,kernel_compute_cost,855473098.33,1278370439.08,110301,92.37,92.37,86240,26.92,33.06,102131.04,13.5,512,128,32,0,0,0,0,65536,0.4,32,4,32,4,64,100,39.9,25.53
384,stream,65536,83,kernel_compute_cost,871014628.66,1301233511.5,111090,91.68,91.68,85312,27.18,32.87,101150.65,13.41,512,128,32,0,0,0,0,65536,0.4,32,4,32,4,64,100,39.98,25.59
385,stream,65536,84,kernel_compute_cost,868193766.43,1296888690.7,110577,92.05,92.05,85216,26.95,32.97,102003.4,13.47,512,128,32,0,0,0,0,65536,0.4,32,4,32,4,64,100,39.9,25.54
386,stream,65536,85,kernel_compute_cost,891222805.7,1331410977.74,113639,89.58,89.58,85312,26.98,32.2,101883.91,13.11,512,128,32,0,0,0,0,65536,0.4,32,4,32,4,64,100,39.91,25.54
387,stream,65536,86,kernel_compute_cost,864646084.34,1291496062.37,109834,92.75,92.75,84992,26.96,33.19,101983.38,13.56,512,128,32,0,0,0,0,65536,0.4,32,4,32,4,64,100,39.89,25.53
388,stream,65536,87,kernel_compute_cost,877344336.08,1310743701.55,111898,90.99,90.99,85312,27.05,32.67,101627.41,13.31,512,128,32,0,0,0,0,65536,0.4,32,4,32,4,64,100,39.96,25.58
389,stream,65536,88,kernel_compute_cost,853397341.21,1275016540.5,110552,92.13,92.13,86656,27.07,33.05,101565.98,13.47,512,128,32,0,0,0,0,65536,0.4,32,4,32,4,64,100,39.95,25.57
390,stream,65536,89,kernel_compute_cost,865803303.3,1293308933.93,110326,92.27,92.27,85248,26.99,33.09,101842.94,13.5,512,128,32,0,0,0,0,65536,0.4,32,4,32,4,64,100,39.9,25.54
391,stream,65536,90,kernel_compute_cost,878337720.95,1311943713.18,111705,91.14,91.14,85088,27.07,32.78,101561.91,13.34,512,128,32,0,0,0,0,65536,0.4,32,4,32,4,64,100,39.91,25.54
392,stream,65536,91,kernel_compute_cost,862159133.36,1288170448.89,110423,92.21,92.21,85664,26.98,33.12,101885.14,13.49,512,128,32,0,0,0,0,65536,0.4,32,4,32,4,64,100,39.94,25.56
393,stream,65536,92,kernel_compute_cost,863249444.86,1289490423.76,111554,91.25,91.25,86464,27.18,32.64,101135.54,13.35,512,128,32,0,0,0,0,65536,0.4,32,4,32,4,64,100,39.96,25.57
394,stream,65536,93,kernel_compute_cost,871693121.69,1302526218.82,110346,92.3,92.3,84672,27.08,33.03,101529.45,13.5,512,128,32,0,0,0,0,65536,0.4,32,4,32,4,64,100,39.94,25.56
395,stream,65536,94,kernel_compute_cost,857222222.22,1280736882.72,110717,91.97,91.97,86400,27.02,32.97,101756.85,13.45,512,128,32,0,0,0,0,65536,0.4,32,4,32,4,64,100,39.92,25.55
396,stream,65536,95,kernel_compute_cost,873916321.15,1305365780.88,110891,91.81,91.81,84896,26.92,32.89,102135.02,13.43,512,128,32,0,0,0,0,65536,0.4,32,4,32,4,64,100,39.89,25.53
397,stream,65536,96,kernel_compute_cost,872878959.28,1304025656.74,110739,91.93,91.93,84864,27.07,32.97,101570.77,13.45,512,128,32,0,0,0,0,65536,0.4,32,4,32,4,64,100,40.0,25.6
398,stream,65536,97,kernel_compute_cost,844903988.18,1262095719.47,109430,93.01,93.01,86656,27.04,33.4,101660.94,13.61,512,128,32,0,0,0,0,65536,0.4,32,4,32,4,64,100,39.95,25.57
399,stream,65536,98,kernel_compute_cost,860003725.78,1284673062.59,110409,92.21,92.21,85888,26.96,33.12,101984.93,13.49,512,128,32,0,0,0,0,65536,0.4,32,4,32,4,64,100,39.91,25.54
400,stream,65536,99,kernel_compute_cost,856166912.85,1279032419.37,110888,91.81,91.81,86656,27.05,32.95,101638.02,13.43,512,128,32,0,0,0,0,65536,0.4,32,4,32,4,64,100,39.95,25.57
401,stream,8192,0,kernel_compute_cost,804812834.22,1199740975.94,14372,24.59,24.59,11968,44.53,9.22,2154.51,3.33,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.37,15.6
402,stream,8192,1,kernel_compute_cost,808625336.93,1204388477.09,14311,24.67,24.67,11872,45.44,9.26,2111.47,3.35,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.33,15.57
403,stream,8192,2,kernel_compute_cost,805630026.81,1202929512.96,14368,24.63,24.63,11936,45.09,9.2,2127.95,3.33,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.48,15.67
404,stream,8192,3,kernel_compute_cost,782666666.67,1167305555.56,14018,25.21,25.21,12000,45.27,9.45,2119.49,3.42,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.35,15.58
405,stream,8192,4,kernel_compute_cost,800202156.33,1191795822.1,14162,25.27,25.27,11872,46.17,9.54,2105.94,3.38,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.68,15.8
406,stream,8192,5,kernel_compute_cost,775850785.34,1157886125.65,14171,25.31,25.31,12224,45.57,9.59,2133.91,3.38,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.55,15.71
407,stream,8192,6,kernel_compute_cost,792452830.19,1183625336.93,14066,25.51,25.51,11872,46.15,9.58,2107.14,3.4,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.69,15.8
408,stream,8192,7,kernel_compute_cost,767333333.33,1143583333.33,13739,26.07,26.07,12000,46.32,9.86,2099.53,3.49,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.68,15.8
409,stream,8192,8,kernel_compute_cost,794666666.67,1183597222.22,14215,25.17,25.17,12000,45.32,9.44,2145.56,3.37,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.68,15.8
410,stream,8192,9,kernel_compute_cost,830067567.57,1239076576.58,14683,24.42,24.42,11840,45.97,9.19,2115.47,3.26,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.71,15.81
411,stream,8192,10,kernel_compute_cost,824797843.67,1231356693.62,14628,24.51,24.51,11872,46.47,9.27,2092.39,3.27,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.69,15.8
412,stream,8192,11,kernel_compute_cost,789972899.73,1176518744.35,13902,25.73,25.73,11808,45.36,9.71,2143.86,3.44,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.72,15.82
413,stream,8192,12,kernel_compute_cost,809366754.62,1206065853.12,14636,24.45,24.45,12128,45.38,9.16,2142.75,3.27,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.64,15.77
414,stream,8192,13,kernel_compute_cost,772845953.0,1152959094.87,14140,25.34,25.34,12256,47.14,9.52,2062.96,3.39,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.65,15.78
415,stream,8192,14,kernel_compute_cost,777631578.95,1160334429.82,14124,25.38,25.38,12160,45.53,9.48,2135.93,3.39,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.54,15.71
416,stream,8192,15,kernel_compute_cost,810958904.11,1208190639.27,14122,25.34,25.34,11680,45.77,9.51,2124.36,3.39,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.74,15.83
417,stream,8192,16,kernel_compute_cost,801061007.96,1194794429.71,14426,24.84,24.84,12064,46.41,9.45,2095.01,3.32,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.26,15.52
418,stream,8192,17,kernel_compute_cost,776455026.46,1159212411.82,14037,25.21,25.21,12096,46.0,9.43,2085.72,3.41,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.5,15.68
419,stream,8192,18,kernel_compute_cost,800539083.56,1193873539.98,14185,24.92,24.92,11872,44.94,9.28,2134.99,3.38,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.62,15.76
420,stream,8192,19,kernel_compute_cost,757142857.14,1129153138.53,13923,25.39,25.39,12320,45.47,9.5,2110.16,3.44,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.43,15.64
421,stream,8192,20,kernel_compute_cost,776385224.27,1159232080.04,14075,25.15,25.15,12128,45.53,9.42,2107.35,3.4,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.34,15.58
422,stream,8192,21,kernel_compute_cost,802168021.68,1196124096.66,14140,25.0,25.0,11808,44.55,9.33,2153.64,3.39,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.68,15.8
423,stream,8192,22,kernel_compute_cost,836065573.77,1247011612.02,14614,24.18,24.18,11712,44.18,9.0,2171.35,3.28,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.69,15.8
424,stream,8192,23,kernel_compute_cost,769841269.84,1146356922.4,13876,25.43,25.43,12096,45.72,9.54,2098.26,3.45,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.42,15.63
425,stream,8192,24,kernel_compute_cost,780487804.88,1162968608.85,13744,25.7,25.7,11808,46.15,9.53,2078.78,3.48,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.61,15.75
426,stream,8192,25,kernel_compute_cost,808823529.41,1205353163.99,14436,24.46,24.46,11968,45.56,9.15,2105.99,3.32,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.61,15.75
427,stream,8192,26,kernel_compute_cost,774728997.29,1155149051.49,13652,25.89,25.89,11808,45.49,9.63,2108.9,3.51,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.72,15.82
428,stream,8192,27,kernel_compute_cost,769356955.38,1147186679.79,13998,25.25,25.25,12192,45.33,9.46,2116.41,3.42,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.22,15.5
429,stream,8192,28,kernel_compute_cost,798913043.48,1191689311.59,14051,25.17,25.17,11776,44.84,9.4,2139.49,3.41,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.5,15.68
430,stream,8192,29,kernel_compute_cost,772368421.05,1150479714.91,14002,25.21,25.21,12160,45.25,9.44,2120.31,3.42,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.47,15.66
431,stream,8192,30,kernel_compute_cost,785714285.71,1173707561.73,14209,24.92,24.92,12096,44.69,9.29,2146.65,3.37,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.44,15.64
432,stream,8192,31,kernel_compute_cost,748421717.17,1115398779.46,14149,24.97,24.97,12672,45.64,9.36,2101.88,3.38,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.16,15.46
433,stream,8192,32,kernel_compute_cost,813172043.01,1212813620.07,14450,24.46,24.46,11904,46.41,9.12,2067.43,3.31,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.73,15.83
434,stream,8192,33,kernel_compute_cost,784000000.0,1170236111.11,14058,25.17,25.17,12000,45.22,9.35,2121.78,3.41,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.75,15.84
435,stream,8192,34,kernel_compute_cost,801587301.59,1195946318.34,14476,24.42,24.42,12096,45.15,9.1,2124.91,3.31,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.63,15.76
436,stream,8192,35,kernel_compute_cost,788203753.35,1175309986.6,14042,25.17,25.17,11936,44.96,9.36,2134.1,3.41,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.6,15.74
437,stream,8192,36,kernel_compute_cost,798913043.48,1190825973.73,14037,25.17,25.17,11776,46.6,9.42,2058.89,3.41,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.58,15.73
438,stream,8192,37,kernel_compute_cost,809333333.33,1207597222.22,14501,24.38,24.38,12000,46.08,9.14,2082.12,3.3,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.24,15.51
439,stream,8192,38,kernel_compute_cost,796246648.79,1185838360.14,14166,24.92,24.92,11936,47.02,9.3,2040.41,3.38,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.75,15.84
440,stream,8192,39,kernel_compute_cost,816711590.3,1217486522.91,14464,24.42,24.42,11872,44.47,9.12,2157.56,3.31,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.62,15.76
441,stream,8192,40,kernel_compute_cost,791443850.27,1180272393.05,14137,25.0,25.0,11968,45.1,9.26,2127.45,3.39,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.66,15.78
442,stream,8192,41,kernel_compute_cost,825542005.42,1230832204.16,14548,24.29,24.29,11808,46.7,9.09,2054.38,3.29,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.55,15.71
443,stream,8192,42,kernel_compute_cost,815318302.39,1215503426.17,14675,24.08,24.08,12064,45.38,8.99,2114.34,3.26,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.66,15.78
444,stream,8192,43,kernel_compute_cost,806451612.9,1204231070.79,14346,24.67,24.67,11904,44.45,9.2,2158.49,3.34,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.52,15.69
445,stream,8192,44,kernel_compute_cost,757614213.2,1130036484.77,14257,24.79,24.79,12608,45.0,9.26,2132.07,3.36,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.51,15.69
446,stream,8192,45,kernel_compute_cost,786666666.67,1173958333.33,14095,25.09,25.09,12000,45.46,9.36,2110.46,3.4,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.63,15.76
447,stream,8192,46,kernel_compute_cost,799457994.58,1193343495.93,14102,25.09,25.09,11808,46.35,9.35,2070.12,3.4,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.64,15.77
448,stream,8192,47,kernel_compute_cost,795454545.45,1186998663.1,14218,24.88,24.88,11968,46.16,9.22,2078.61,3.37,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.7,15.81
449,stream,8192,48,kernel_compute_cost,778975741.24,1161711028.75,13801,25.61,25.61,11872,45.29,9.58,2118.19,3.47,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.47,15.66
450,stream,8192,49,kernel_compute_cost,785135135.14,1169298986.49,13854,25.48,25.48,11840,45.64,9.57,2102.11,3.46,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.34,15.58
451,stream,8192,50,kernel_compute_cost,801333333.33,1195541666.67,14358,24.63,24.63,12000,45.11,9.21,2126.86,3.33,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.41,15.63
452,stream,8192,51,kernel_compute_cost,807795698.92,1206611223.12,14379,24.63,24.63,11904,44.5,9.18,2155.79,3.33,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.62,15.76
453,stream,8192,52,kernel_compute_cost,803666666.67,1200111111.11,14418,24.56,24.56,12000,45.02,9.15,2130.9,3.32,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.67,15.79
454,stream,8192,53,kernel_compute_cost,803619302.95,1197553619.3,14303,24.69,24.69,11936,45.01,9.22,2131.4,3.35,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.67,15.79
455,stream,8192,54,kernel_compute_cost,797587131.37,1189496760.5,14206,24.88,24.88,11936,46.67,9.25,2055.62,3.37,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.74,15.84
456,stream,8192,55,kernel_compute_cost,819333333.33,1222388888.89,14681,24.09,24.09,12000,44.65,8.96,2148.9,3.26,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.65,15.78
457,stream,8192,56,kernel_compute_cost,785907859.08,1171253952.12,13844,25.52,25.52,11808,44.79,9.51,2142.06,3.46,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.6,15.74
458,stream,8192,57,kernel_compute_cost,783018867.92,1166947439.35,13859,25.48,25.48,11872,45.92,9.48,2089.5,3.45,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.74,15.83
459,stream,8192,58,kernel_compute_cost,778947368.42,1162308114.04,14147,25.0,25.0,12160,45.71,9.37,2098.93,3.38,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.35,15.59
460,stream,8192,59,kernel_compute_cost,761479591.84,1137356505.1,14282,24.79,24.79,12544,46.49,9.27,2063.54,3.35,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.39,15.61
461,stream,8192,60,kernel_compute_cost,794117647.06,1184199532.09,14182,24.92,24.92,11968,45.53,9.34,2107.41,3.38,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.2,15.48
462,stream,8192,61,kernel_compute_cost,808943089.43,1207486449.86,14268,24.79,24.79,11808,45.87,9.21,2091.75,3.36,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.71,15.81
463,stream,8192,62,kernel_compute_cost,820754716.98,1225025269.54,14552,24.3,24.3,11872,43.99,9.03,2180.81,3.29,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.64,15.77
464,stream,8192,63,kernel_compute_cost,770025839.79,1147798234.28,14223,24.83,24.83,12384,45.49,9.25,2109.04,3.37,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.67,15.79
465,stream,8192,64,kernel_compute_cost,806970509.38,1203837131.37,14380,24.59,24.59,11936,45.21,9.21,2122.06,3.33,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.27,15.53
466,stream,8192,65,kernel_compute_cost,795945945.95,1187021396.4,14064,25.13,25.13,11840,45.41,9.35,2112.55,3.4,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.61,15.75
467,stream,8192,66,kernel_compute_cost,787234042.55,1174049756.21,14138,25.0,25.0,12032,45.51,9.3,2108.01,3.39,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.74,15.84
468,stream,8192,67,kernel_compute_cost,768236074.27,1147283930.15,13855,25.55,25.55,12064,45.43,9.54,2111.76,3.46,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.48,15.67
469,stream,8192,68,kernel_compute_cost,823529411.76,1230684603.39,14736,24.03,24.03,11968,44.89,8.93,2137.34,3.25,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.6,15.75
470,stream,8192,69,kernel_compute_cost,774662162.16,1156601914.41,13701,25.82,25.82,11840,45.87,9.66,2091.59,3.49,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.34,15.58
471,stream,8192,70,kernel_compute_cost,790789473.68,1179413377.19,14356,24.63,24.63,12160,45.25,9.22,2120.24,3.34,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.5,15.68
472,stream,8192,71,kernel_compute_cost,799731182.8,1193604390.68,14223,24.88,24.88,11904,45.16,9.26,2124.3,3.37,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.74,15.84
473,stream,8192,72,kernel_compute_cost,779666666.67,1162125000.0,13955,25.31,25.31,12000,45.39,9.49,2113.56,3.43,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.33,15.57
474,stream,8192,73,kernel_compute_cost,780104712.04,1164198843.8,14247,24.83,24.83,12224,45.66,9.26,2101.36,3.36,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.76,15.85
475,stream,8192,74,kernel_compute_cost,808268229.17,1204616970.49,14811,23.84,23.84,12288,45.09,8.94,2127.82,3.23,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.31,15.56
476,stream,8192,75,kernel_compute_cost,800000000.0,1194472222.22,14349,24.67,24.67,12000,47.33,9.18,2027.19,3.34,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.71,15.81
477,stream,8192,76,kernel_compute_cost,785522788.2,1170743967.83,13991,25.26,25.26,11936,46.12,9.45,2080.0,3.42,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.6,15.74
478,stream,8192,77,kernel_compute_cost,802168021.68,1196829832.88,14141,25.0,25.0,11808,44.2,9.29,2170.54,3.39,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.72,15.82
479,stream,8192,78,kernel_compute_cost,818801089.92,1222368869.21,14366,24.63,24.63,11744,44.11,9.16,2175.07,3.33,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.61,15.75
480,stream,8192,79,kernel_compute_cost,800603217.16,1194453753.35,14275,24.78,24.78,11936,45.17,9.27,2123.79,3.36,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.51,15.69
481,stream,8192,80,kernel_compute_cost,761394101.88,1133727100.09,13540,26.06,26.06,11936,45.42,9.74,2112.32,3.54,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.63,15.77
482,stream,8192,81,kernel_compute_cost,786279683.38,1174101253.3,14253,24.84,24.84,12128,45.65,9.21,2101.47,3.36,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.69,15.8
483,stream,8192,82,kernel_compute_cost,797843665.77,1189282906.56,14128,25.0,25.0,11872,46.28,9.31,2072.95,3.39,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.74,15.83
484,stream,8192,83,kernel_compute_cost,810298102.98,1208926151.76,14290,24.75,24.75,11808,46.24,9.18,2074.78,3.35,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.64,15.77
485,stream,8192,84,kernel_compute_cost,781578947.37,1166159539.47,14194,24.92,24.92,12160,46.38,9.25,2068.47,3.37,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.76,15.84
486,stream,8192,85,kernel_compute_cost,808333333.33,1205309606.48,13896,25.43,25.43,11520,47.25,9.3,2030.46,3.42,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.66,15.78
487,stream,8192,86,kernel_compute_cost,798913043.48,1191745923.91,14051,25.17,25.17,11776,46.65,9.42,2056.57,3.41,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.52,15.69
488,stream,8192,87,kernel_compute_cost,810958904.11,1209974315.07,14146,25.0,25.0,11680,45.15,9.31,2124.85,3.39,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.73,15.83
489,stream,8192,88,kernel_compute_cost,796000000.0,1188402777.78,14273,24.79,24.79,12000,44.89,9.27,2137.03,3.35,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.39,15.61
490,stream,8192,89,kernel_compute_cost,812500000.0,1211008265.4,14270,24.75,24.75,11776,47.16,9.28,2034.24,3.35,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.37,15.6
491,stream,8192,90,kernel_compute_cost,794195250.66,1184586631.49,14379,24.59,24.59,12128,45.66,9.17,2101.04,3.33,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.65,15.77
492,stream,8192,91,kernel_compute_cost,816734417.34,1218354787.71,14400,24.56,24.56,11808,44.91,9.14,2136.22,3.33,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.66,15.78
493,stream,8192,92,kernel_compute_cost,779729729.73,1161824324.32,13768,25.65,25.65,11840,45.57,9.61,2105.55,3.48,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.33,15.57
494,stream,8192,93,kernel_compute_cost,787958115.18,1176428883.07,14392,24.59,24.59,12224,46.34,9.1,2070.19,3.33,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.66,15.78
495,stream,8192,94,kernel_compute_cost,802702702.7,1195509572.07,14165,24.92,24.92,11840,45.63,9.33,2102.76,3.38,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.56,15.72
496,stream,8192,95,kernel_compute_cost,791888297.87,1180213874.11,14217,24.85,24.85,12032,45.88,9.25,2091.11,3.37,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.68,15.8
497,stream,8192,96,kernel_compute_cost,775065963.06,1156607299.91,14037,25.19,25.19,12128,45.7,9.44,2099.32,3.41,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.26,15.52
498,stream,8192,97,kernel_compute_cost,772546419.1,1153183023.87,13925,25.41,25.41,12064,45.21,9.48,2122.15,3.44,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.63,15.77
499,stream,8192,98,kernel_compute_cost,819178082.19,1222702625.57,14297,24.75,24.75,11680,46.06,9.25,2082.76,3.35,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.51,15.69
500,stream,8192,99,kernel_compute_cost,809782608.7,1209437273.55,14256,24.83,24.83,11776,44.87,9.26,2138.41,3.36,512,16,32,0,0,0,0,8192,0.05,32,4,32,4,64,100,24.6,15.75
